sim_time_sec,commanded_effort_Nm,joint_position_rad,joint_velocity_rad_per_sec
1748403550.8055162,0.0,1.5707963268913108,9.425604621166952e-12
1748403550.8254333,0.0,1.5707963268914973,9.425591247930392e-12
1748403550.8452365,0.0,1.5707963268916838,9.425602060996112e-12
1748403550.8654044,0.0,1.5707963268918703,9.425601589222367e-12
1748403550.8851602,0.0,1.5707963268920568,9.425586582629752e-12
1748403550.9054372,0.0,1.5707963268922434,9.425606234926713e-12
1748403550.925453,0.0,1.5707963268924299,9.425591934250467e-12
1748403550.9456983,0.0,1.5707963268926164,9.425597617843706e-12
1748403550.9654255,0.0,1.570796326892803,9.425588938913988e-12
1748403550.9854188,0.0,1.5707963268929894,9.425596428159203e-12
1748403551.0054588,0.0,1.570796326893176,9.425592731019752e-12
1748403551.0253708,0.0,1.5707963268933625,9.425607984374293e-12
1748403551.0452983,0.0,1.570796326893549,9.425603212112947e-12
1748403551.0654874,0.0,1.5707963268937355,9.425602009809129e-12
1748403551.0854547,0.0,1.570796326893922,9.425600339844975e-12
1748403551.1063132,0.0,1.5707963268941085,9.425598497584905e-12
1748403551.125509,0.0,1.5707963268941085,9.425598497584905e-12
1748403551.1454256,0.0,1.570796326894295,9.42559255174685e-12
1748403551.1654239,0.0,1.5707963268944816,9.425590151252623e-12
1748403551.1854396,0.0,1.570796326894668,9.425600816636137e-12
1748403551.205654,0.0,1.5707963268948546,9.42559894976237e-12
1748403551.2254956,0.0,1.5707963268950411,9.425612766670482e-12
1748403551.2455144,0.0,1.5707963268952276,9.425598342925726e-12
1748403551.2656326,0.0,1.5707963268954142,9.425603123692975e-12
1748403551.2854943,0.0,1.5707963268956007,9.42559251604277e-12
1748403551.3052619,0.0,1.5707963268957872,9.425605060919364e-12
1748403551.3254142,0.0,1.5707963268959737,9.425593378147257e-12
1748403551.3456216,0.0,1.5707963268961602,9.425606678167618e-12
1748403551.3652117,0.0,1.5707963268963467,9.425596874888593e-12
1748403551.3852751,0.0,1.5707963268965333,9.425606465150203e-12
1748403551.405542,0.0,1.5707963268967198,9.425591237034263e-12
1748403551.425427,0.0,1.5707963268969063,9.42559819265902e-12
1748403551.4453528,0.0,1.5707963268970928,9.42560416373569e-12
1748403551.4654965,0.0,1.5707963268972793,9.42559211175805e-12
1748403551.4851773,0.0,1.5707963268974658,9.425586387443314e-12
1748403551.5054247,0.0,1.5707963268976524,9.425594853355613e-12
1748403551.5251749,0.0,1.5707963268978389,9.42559750849277e-12
